conversation_id,conversation_title,conversation_date,interviewer_name,president_name,question,answer,question_raw,question_order,answer_raw,answer_label,answer_inaudible,answer_multiple_questions,answer_affirmative_questions
Q_2957,The President's News Conference,"February 28, 2008",Interviewer,George W. Bush,What is the delay in filling the key national security post after Fran Townsend's resignation in November?,"We got a fine man named Joel Bagnal working that office right now. He's a professional. I trust his judgment. He's a real good guy. And no, they shouldn't worry about Joel. He knows what he's doing.John [John McKinnon, Wall Street Journal].","Q. Mr. President, you've stressed over and over in recent days particularly the importance of FISA reform to help keep America safe, and yet you have not yet filled a key national security post. Fran Townsend announced her resignation months ago, in November. What is the delay there, and what are Americans to make of that delay? Is America less safe because of it?",7,"We got a fine man named Joel Bagnal working that office right now. He's a professional. I trust his judgment. He's a real good guy. And no, they shouldn't worry about Joel. He knows what he's doing.John [John McKinnon, Wall Street Journal].",Dodging,False,False,False
Q_2947,The President's News Conference,"February 28, 2008",Interviewer,George W. Bush,How quickly do they need to move out?,"You know, as quickly as possible.","Q. But how quickly, sir, do they need to move out?",3,"You know, as quickly as possible.",Explicit,False,False,False
Q_1078,The President's News Conference,"August 05, 2020",Interviewer,Donald J. Trump,Request for evidence on how mail-in ballots in Nevada and other states will lead to widespread fraud.,"Well, if you read, even the Washington Post had a terrible story on mail-in and the New York Times. And many, many newspapers have had terrible stories. You see them all over the internet. They've had some just horrible stories on mail-in ballots.You look at Arizona [Nevada]*, you don't even have to haveâ€”as you know, they have a provision where they don't have to check signatures. So you sign it, and you could have a totally different signature. It's okay. It won't be approved. They have the right to go 7 days after the election for approval, so you're not even going to know who won the State of Nevada.","Q. Two quick questions. Thank you, Mr. President. First of all, you said that voting by mail is an invitation to fraud. Could you lay out and tell us exactly where the evidence is right now that mail-in ballots in Nevada and other States will lead to widespread fraud?",1,"Well, if you read, even the Washington Post had a terrible story on mail-in and the New York Times. And many, many newspapers have had terrible stories. You see them all over the internet. They've had some just horrible stories on mail-in ballots.You look at Arizona [Nevada]*, you don't even have to haveâ€”as you know, they have a provision where they don't have to check signatures. So you sign it, and you could have a totally different signature. It's okay. It won't be approved. They have the right to go 7 days after the election for approval, so you're not even going to know who won the State of Nevada.",Partial/half-answer,False,False,True
Q_2050,"The President's News Conference in Newport, Wales","September 05, 2014",Interviewer,Barack Obama, Can the Free Syrian Army realistically be expected to destroy ISIL on the ground in Syria?,"You can't contain an organization that is running roughshod through that much territory, causing that much havoc, displacing that many people, killing that many innocents, enslaving that many women. The goal has to be to dismantle them.And if you look at what happened with Al Qaida in the FATA, where their primary base was, you initially push them back. You systematically degrade their capabilities. You narrow their scope of action. You slowly shrink the space, the territory that they may control. You take out their leadership. And over time, they are not able to conduct the same kinds of terrorist attacks as they once could.As I said, I think, in my last press conference, given the nature of these organizations, are there potentially remnants of an organization that are still running around and hiding and still potentially plotting? Absolutely. And we will continue to hunt them down the same way we're doing with remnants of Al Qaida in the FATA or elements of al-Shabaab in Somalia or terrorists who operate anywhere around the world.But what we can accomplish is to dismantle this network, this force that has claimed to control this much territory, so that they can't do us harm. And that's going to be our objective. And as I said before, I'm pleased to see that there's unanimity among our friends and allies that that is a worthy goal and they are prepared to work with us in accomplishing that goal.With respect to the situation on the ground in Syria, we will not be placing U.S. ground troops to try to control the areas that are part of the conflict inside of Syria. I don't think that's necessary for us to accomplish our goal. We are going to have to find effective partners on the ground to push back against ISIL. And the moderate coalition there is one that we can work with. We have experience working with many of them. They have been, to some degree, outgunned and outmanned, and that's why it's important for us to work with our friends and allies to support them more effectively. But keep in mind that when you have U.S. forces, other advanced nations going after ISIL and putting them on the defensive and putting them on the run, it's pretty remarkable what then ground forces can do, even if initially they were on the defensive against ISIL.So that is a developing strategy that we are going to be consulting with our friends, our allies, our regional partners. But the bottom line is, we will do what is necessary in order to make sure that ISIL does not threaten the United States or our friends and partners. Okay?One last question. Colleen. Colleen Nelson, Wall Street Journal.","Q. Thank you, Mr. President. I want to follow up on what you were saying about ISIL and ask, if you think that the objective here is to destroy and degrade them, are those the same thing in your mind? Is the goal to ultimatelyâ€”Secretary Kerry said that there's no containing them, so is the goal to ultimately annihilate them? And also, you talked about the importance of expertise on the ground and building up capacity on the ground. Do you think since airstrikes are not going to do it here, if ultimately, action is needed in Syria, can you realistically expect the Free Syrian Army to do what's needed on the ground to really destroy, not just push back, ISIL?",2,"You can't contain an organization that is running roughshod through that much territory, causing that much havoc, displacing that many people, killing that many innocents, enslaving that many women. The goal has to be to dismantle them.And if you look at what happened with Al Qaida in the FATA, where their primary base was, you initially push them back. You systematically degrade their capabilities. You narrow their scope of action. You slowly shrink the space, the territory that they may control. You take out their leadership. And over time, they are not able to conduct the same kinds of terrorist attacks as they once could.As I said, I think, in my last press conference, given the nature of these organizations, are there potentially remnants of an organization that are still running around and hiding and still potentially plotting? Absolutely. And we will continue to hunt them down the same way we're doing with remnants of Al Qaida in the FATA or elements of al-Shabaab in Somalia or terrorists who operate anywhere around the world.But what we can accomplish is to dismantle this network, this force that has claimed to control this much territory, so that they can't do us harm. And that's going to be our objective. And as I said before, I'm pleased to see that there's unanimity among our friends and allies that that is a worthy goal and they are prepared to work with us in accomplishing that goal.With respect to the situation on the ground in Syria, we will not be placing U.S. ground troops to try to control the areas that are part of the conflict inside of Syria. I don't think that's necessary for us to accomplish our goal. We are going to have to find effective partners on the ground to push back against ISIL. And the moderate coalition there is one that we can work with. We have experience working with many of them. They have been, to some degree, outgunned and outmanned, and that's why it's important for us to work with our friends and allies to support them more effectively. But keep in mind that when you have U.S. forces, other advanced nations going after ISIL and putting them on the defensive and putting them on the run, it's pretty remarkable what then ground forces can do, even if initially they were on the defensive against ISIL.So that is a developing strategy that we are going to be consulting with our friends, our allies, our regional partners. But the bottom line is, we will do what is necessary in order to make sure that ISIL does not threaten the United States or our friends and partners. Okay?One last question. Colleen. Colleen Nelson, Wall Street Journal.",Implicit,False,False,False
Q_3120,"The President's News Conference With Prime Minister Stephen Harper of Canada and President Felipe de Jesus Calderon Hinojosa of Mexico in Montebello, Canada","August 21, 2007",Interviewer,George W. Bush, Why is the general public in each country unaware of the details of this plan?,"Man! [] ! [] We discussed a common strategy to deal with a common problem, and that is narcotrafficking and violence on our border. First, let me say that in order to develop an effective, common strategy requiresâ€”there needs to be serious consultations between our respective governments. It's one thing to say, we're interested in working together, it's another thing to develop a package on both sides of the border that will be effective in dealing with the problem. That's what our people expect us to do. They expect us to see a problem and to develop an effective strategy to deal with that problem. President Calderon and I met in Mexico, and we had a serious discussion to get this initiative on the table. This is an interim meeting, a meeting for us to make sure that the strategy that's being developed isâ€” will be effective. And so we reviewed where we are in the process.The United States is committed to this joint strategy to deal with a joint problem. I would not be committed to dealing with this if I wasn't convinced that President Calderon had the will and the desire to protect his people from narcotraffickers. He has shown great leadership and great strength of character, which gives me good confidence that the plan we'll develop will be effective. And the fundamental question is, what can we do together to make sure that the common strategy works? And that's where we are in the discussions right now.There's all kinds of speculation about the size of the package, this, that, and the other. All I can tell you is, the package, when it's developed, will be robust enough to achieve a common objective, which is less violence on both sides of the border and to deal with narcotrafficking. And we both have responsibilities. And that's what the package is entailed to develop. It's to develop how do we share our joint responsibilities.It's in our interests that this program go forward. You mentioned Plan Colombia; this is not like Plan Colombia. This is different from Plan Colombia. This is a plan that says, we've got an issue on our own border. We share a border, and therefore, it's a joint program that will meanâ€”that won't mean U.S. armed presence in your country. Mexico is plenty capable of handling the problem. And the question is, is there any way for us to help strengthen the effort? And so that's what we're studying.And I can't give you a definitive moment when the plan will be ready, but we're working hard to get a plan ready. And it's a plan that, once it's proposed and out there, I strongly urge the United States Congress to support. It's in our interests, it's in the U.S. interests that we get this issue solved. Thank you, President Bush, for your comments and also for the question, because this allows us to emphasize the fact thatâ€”well, the President has already said, it's a common strategy to combat, in a coordinated way, a common problem. Drug trafficking and violence that's associated to drug trafficking, which is particularly evident on the border between the U.S. and Mexico, cannot be dealt with in an isolated way. It has to be confronted by, dealt with by the people and by the governments that are directly affected by this scourge. And it requires a variety, a multiplicity of actions carried out by society, by governments, in other words, enforcement activities against criminals, preventive activities, protective activities, prevention and treatment of addictions with the young.Now, I agree with President Bush; it's very important to reduceâ€”well, to have clear policies to reduce the consumption patterns in terms of drugs, including Mexico, because this is a main cause of the problem that we're facing.Now, last week, for example, last week, three Federal policemen were murdered in Mexicoâ€”Mexican policemen, that isâ€”and they were tortured in a very cowardly way. And those Mexican policemen are fully committed towards the Government to free the young Mexicans from drugs and to free Mexican society from slavery on the part of organized crime based on money and technology. And I don't want anyâ€”not one single Mexican policeman to have a logistical disadvantage when facing these criminals. I don't want my Government to be responsible for any omission, any legal omission within a legal framework that would have been directed towards defeating these criminals.So this is a common strategy because it means that the U.S. will do its part and Mexico will do its part. Now, what do we want the U.S. to doâ€”to carry outâ€”have greater surveillance along the border. We are seeing high-powered weapons into Mexico, and we know that we can do much more than we're doing at this point in time. I know that drugs go from Mexico to the U.S. Both of us have to agree so that there is surveillance, efficient surveillance, that is, on both sides of the border. We are facing mafias that are working on both sides of the border. That is quite clear to us. And I think that we will not be acting in an efficient way as long as they have a coordinated strategy and we don't. In other words, they're coordinated on both sides of the border; we are not.So I would like to introduce into theâ€” well, we have to be respectful of our legislation, our respective legislations. I would want to create a strategy in order to defeat this scourge. And that requires a variety of instruments, strategies, exchange of intelligence, exchange of technology. It also means that we have to keep in mind issues of sovereignty. I told President Bush, though, we did not want to have U.S. soldiers working in our country, as has happened in other countries. I know that that's typical, of course. But we've said this very clearly, we put forth this very clearly, and in the framework of our own legislations, we will find a way out.And I would also wonder what the men and women are thinking now, those who are suffering from crime, how scared are they, what's the degree of their fear that has led these groups to be so powerful, to grow so much. And they've essentially taken power in their area of operation. We have developed an aggressive policy to combat organized crime, and I haven't hesitated to use our forces to recover the areas. We've taken about 10,000 drug traffickers to jail, many weapons, 50-millimeter cannons, grenades capable of bringing down aircraft.And I thinkâ€”so I cannot send the Mexican policemen to combat this situation with their hands tied. So I have to answer to the Mexican people in order to preserve their security, and I will do so without abusing human rights and without distorting Mexican legislation. I will respect Mexican legislation fully. But I am calling upon my neighbor in order to act in a coordinated way, because it's a situation we both have to face. It's a problem that affects two countries, and only together will we be able to solve it.There are several causes. It involves several joint responsibilities. And the action, therefore, has to be shared, within the legal framework. What's the scope of this strategy? I cannot tell you now; we cannot tell you now. We're just exchanging assessments, needs, assessing the situation and making it clear what the rules are for each country.We will have a strategyâ€”I think it's possibleâ€”but we will not be able to come up with it until we finish our discussions and negotiations, which, by nature, are very complex. But in the end, that is what we're trying to combat. And it's a problem that's affecting Mexican citizens as well as U.S. nationals. This is an example. We are all sovereign nations, that is quite true, but we are not isolated problems according to our own sovereignty. We have shared problemsâ€”for example, drug trafficking. This is a good example. It begins in a country in the Americas or in the Caribbean, but the consequences are seen in the streets in Canada. And we have to discuss these problems. We have to compare our strategies, and sometimes we have to work hand in hand.[.]Once again, this is a perfect example of why we meet. We're sovereign countries, but problems are notâ€”problems don't limit themselves to the boundaries of our countries. Drug trafficking is a perfect example. These problems may originate in some of the countries of Latin America or the Caribbean, but the problems are felt on the streets and the communities of Canada. And that's why we meet to discuss; that's why we meet to compare strategies; that's why we, from time to time, have to engage in shared action.Let me just say one other thing, if I can, about the drug trade, because indirect reference was made to Colombia. Canada has undertaken negotiations of a trade agreement with Colombia. We have a Government in Colombia that wants to share in the benefits of free and open markets. We don't need to have a trade agreement to have a drug trade with Colombia. The drug traffickers aren't going to wait for our parliaments or our congresses to pass a trade agreement in order to have a drug trade. But if we want to have other opportunities for the people of Colombia and mutual development and shared prosperity, we've got to move forward on these kinds of initiatives. And that's why the Government of Canada is committed to working with Colombia and getting a trade deal.","Q. Good afternoon, President Bush and Prime Minister. And I thought that this summit would be theâ€”wouldâ€”actually Plan Mexico would come out of this, the combination of three governments to combat the effects of drug trafficking. What is the obstacle? What is it causing the delay? Why don't the societies of each country know what this plan is about? And can you actually confirm the support of the United States to Mexico? Apparently, it will increase tenfold, and the levels will be similar to Colombia. We hear very often that the United States wants to take part in this situation against drugs, this war on drugs, and we see it very clearly in Mexico. Now, what is it all about? Could you tell us?",2,"Man! [] ! [] We discussed a common strategy to deal with a common problem, and that is narcotrafficking and violence on our border. First, let me say that in order to develop an effective, common strategy requiresâ€”there needs to be serious consultations between our respective governments. It's one thing to say, we're interested in working together, it's another thing to develop a package on both sides of the border that will be effective in dealing with the problem. That's what our people expect us to do. They expect us to see a problem and to develop an effective strategy to deal with that problem. President Calderon and I met in Mexico, and we had a serious discussion to get this initiative on the table. This is an interim meeting, a meeting for us to make sure that the strategy that's being developed isâ€” will be effective. And so we reviewed where we are in the process.The United States is committed to this joint strategy to deal with a joint problem. I would not be committed to dealing with this if I wasn't convinced that President Calderon had the will and the desire to protect his people from narcotraffickers. He has shown great leadership and great strength of character, which gives me good confidence that the plan we'll develop will be effective. And the fundamental question is, what can we do together to make sure that the common strategy works? And that's where we are in the discussions right now.There's all kinds of speculation about the size of the package, this, that, and the other. All I can tell you is, the package, when it's developed, will be robust enough to achieve a common objective, which is less violence on both sides of the border and to deal with narcotrafficking. And we both have responsibilities. And that's what the package is entailed to develop. It's to develop how do we share our joint responsibilities.It's in our interests that this program go forward. You mentioned Plan Colombia; this is not like Plan Colombia. This is different from Plan Colombia. This is a plan that says, we've got an issue on our own border. We share a border, and therefore, it's a joint program that will meanâ€”that won't mean U.S. armed presence in your country. Mexico is plenty capable of handling the problem. And the question is, is there any way for us to help strengthen the effort? And so that's what we're studying.And I can't give you a definitive moment when the plan will be ready, but we're working hard to get a plan ready. And it's a plan that, once it's proposed and out there, I strongly urge the United States Congress to support. It's in our interests, it's in the U.S. interests that we get this issue solved. Thank you, President Bush, for your comments and also for the question, because this allows us to emphasize the fact thatâ€”well, the President has already said, it's a common strategy to combat, in a coordinated way, a common problem. Drug trafficking and violence that's associated to drug trafficking, which is particularly evident on the border between the U.S. and Mexico, cannot be dealt with in an isolated way. It has to be confronted by, dealt with by the people and by the governments that are directly affected by this scourge. And it requires a variety, a multiplicity of actions carried out by society, by governments, in other words, enforcement activities against criminals, preventive activities, protective activities, prevention and treatment of addictions with the young.Now, I agree with President Bush; it's very important to reduceâ€”well, to have clear policies to reduce the consumption patterns in terms of drugs, including Mexico, because this is a main cause of the problem that we're facing.Now, last week, for example, last week, three Federal policemen were murdered in Mexicoâ€”Mexican policemen, that isâ€”and they were tortured in a very cowardly way. And those Mexican policemen are fully committed towards the Government to free the young Mexicans from drugs and to free Mexican society from slavery on the part of organized crime based on money and technology. And I don't want anyâ€”not one single Mexican policeman to have a logistical disadvantage when facing these criminals. I don't want my Government to be responsible for any omission, any legal omission within a legal framework that would have been directed towards defeating these criminals.So this is a common strategy because it means that the U.S. will do its part and Mexico will do its part. Now, what do we want the U.S. to doâ€”to carry outâ€”have greater surveillance along the border. We are seeing high-powered weapons into Mexico, and we know that we can do much more than we're doing at this point in time. I know that drugs go from Mexico to the U.S. Both of us have to agree so that there is surveillance, efficient surveillance, that is, on both sides of the border. We are facing mafias that are working on both sides of the border. That is quite clear to us. And I think that we will not be acting in an efficient way as long as they have a coordinated strategy and we don't. In other words, they're coordinated on both sides of the border; we are not.So I would like to introduce into theâ€” well, we have to be respectful of our legislation, our respective legislations. I would want to create a strategy in order to defeat this scourge. And that requires a variety of instruments, strategies, exchange of intelligence, exchange of technology. It also means that we have to keep in mind issues of sovereignty. I told President Bush, though, we did not want to have U.S. soldiers working in our country, as has happened in other countries. I know that that's typical, of course. But we've said this very clearly, we put forth this very clearly, and in the framework of our own legislations, we will find a way out.And I would also wonder what the men and women are thinking now, those who are suffering from crime, how scared are they, what's the degree of their fear that has led these groups to be so powerful, to grow so much. And they've essentially taken power in their area of operation. We have developed an aggressive policy to combat organized crime, and I haven't hesitated to use our forces to recover the areas. We've taken about 10,000 drug traffickers to jail, many weapons, 50-millimeter cannons, grenades capable of bringing down aircraft.And I thinkâ€”so I cannot send the Mexican policemen to combat this situation with their hands tied. So I have to answer to the Mexican people in order to preserve their security, and I will do so without abusing human rights and without distorting Mexican legislation. I will respect Mexican legislation fully. But I am calling upon my neighbor in order to act in a coordinated way, because it's a situation we both have to face. It's a problem that affects two countries, and only together will we be able to solve it.There are several causes. It involves several joint responsibilities. And the action, therefore, has to be shared, within the legal framework. What's the scope of this strategy? I cannot tell you now; we cannot tell you now. We're just exchanging assessments, needs, assessing the situation and making it clear what the rules are for each country.We will have a strategyâ€”I think it's possibleâ€”but we will not be able to come up with it until we finish our discussions and negotiations, which, by nature, are very complex. But in the end, that is what we're trying to combat. And it's a problem that's affecting Mexican citizens as well as U.S. nationals. This is an example. We are all sovereign nations, that is quite true, but we are not isolated problems according to our own sovereignty. We have shared problemsâ€”for example, drug trafficking. This is a good example. It begins in a country in the Americas or in the Caribbean, but the consequences are seen in the streets in Canada. And we have to discuss these problems. We have to compare our strategies, and sometimes we have to work hand in hand.[.]Once again, this is a perfect example of why we meet. We're sovereign countries, but problems are notâ€”problems don't limit themselves to the boundaries of our countries. Drug trafficking is a perfect example. These problems may originate in some of the countries of Latin America or the Caribbean, but the problems are felt on the streets and the communities of Canada. And that's why we meet to discuss; that's why we meet to compare strategies; that's why we, from time to time, have to engage in shared action.Let me just say one other thing, if I can, about the drug trade, because indirect reference was made to Colombia. Canada has undertaken negotiations of a trade agreement with Colombia. We have a Government in Colombia that wants to share in the benefits of free and open markets. We don't need to have a trade agreement to have a drug trade with Colombia. The drug traffickers aren't going to wait for our parliaments or our congresses to pass a trade agreement in order to have a drug trade. But if we want to have other opportunities for the people of Colombia and mutual development and shared prosperity, we've got to move forward on these kinds of initiatives. And that's why the Government of Canada is committed to working with Colombia and getting a trade deal.",Explicit,False,False,False
Q_731,The President's News Conference,"July 28, 2020",Interviewer,Donald J. Trump,Consideration of a path to citizenship for current DACA recipients.,"We are going to make DACA happy and the DACA people and representatives happy, and we're also going to end up with a fantastic merit-based immigration system.Please.","Q. But if I could come back to where I originally started, are you still considering a path to citizenship for current DACA recipients?",6,"We are going to make DACA happy and the DACA people and representatives happy, and we're also going to end up with a fantastic merit-based immigration system.Please.",General,False,False,True
Q_2079,"The President's News Conference With President Bronislaw Komorowski of Poland in Warsaw, Poland","June 03, 2014",Interviewer,Barack Obama,Does your willingness to go around the 30-day requirement signal a new urgency to close Guantanamo now that you're ending combat operations in Afghanistan?,"The United States has always had a pretty sacred rule, and that is, we don't leave our men or women in uniform behind. And that dates back to the earliest days of our Revolution.We have consulted with Congress for quite some time about the possibility that we might need to execute a prisoner exchange in order to recover Sergeant Bergdahl. We saw an opportunity. We were concerned about Sergeant Bergdahl's health. We had the cooperation of the Qataris to execute an exchange, and we seized that opportunity. And the process was truncated because we wanted to make sure that we did not miss that window.With respect to the circumstances of Sergeant Bergdahl's capture by the Taliban, we obviously have not been interrogating Sergeant Bergdahl. He is recovering from 5 years of captivity with the Taliban. He's having to undergo a whole battery of tests, and he is going to have to undergo a significant transition back into life. He has not even met with his family yet, which indicates, I think, the degree to which we take this transition process seriously, something that we learned from the Vietnam era.But let me just make a very simple point here, and that is, regardless of the circumstances, whatever those circumstances may turn out to be, we still get an American soldier back if he's held in captivity. Period. Full stop. We don't condition that. And that's what every mom and dad who sees a son or daughter sent over into war theater should expect from not just their Commander in Chief, but the United States of America.In terms of potential threats, the release of the Taliban who were being held in Guantanamo was conditioned on the Qataris keeping eyes on them and creating a structure in which we can monitor their activities. We will be keeping eyes on them. Is there the possibility of some of them trying to return to activities that are detrimental to us? Absolutely. That's been true of all the prisoners that were released from Guantanamo. There is a certain recidivism rate that takes place. I wouldn't be doing it if I thought that it was contrary to American national security. And we have confidence that we will be in a position to go after them if, in fact, they are engaging activities that threaten our defenses.But this is what happens at the end of wars. That was true for George Washington, that was true for Abraham Lincoln, that was true for FDR, that's been true of every combat situation, that at some point, you make sure that you try to get your folks back. And that's the right thing to do.","Q. Thank you. I wanted to ask you if you have learned more about the circumstances of Sergeant Bergdahl's capture and whether he could face any punishment given that the Pentagon has concluded that he left his unit? Also, could you respond to congressional Republicans who say that you violated the law by not notifying them 30 days in advance and that the release or the transfer of the Taliban prisoners could put Americans at risk? Did your willingness to go around that 30-day requirement signal a new urgency to close Guantanamo now that you're ending combat operations in Afghanistan?And also, President Komorowski, can you say whether the steps that President Obama outlined today to increase the U.S. military presence here in Europe are enough to mitigate whatever threat you see coming from Russia, or do you want more from the United States?",1,"The United States has always had a pretty sacred rule, and that is, we don't leave our men or women in uniform behind. And that dates back to the earliest days of our Revolution.We have consulted with Congress for quite some time about the possibility that we might need to execute a prisoner exchange in order to recover Sergeant Bergdahl. We saw an opportunity. We were concerned about Sergeant Bergdahl's health. We had the cooperation of the Qataris to execute an exchange, and we seized that opportunity. And the process was truncated because we wanted to make sure that we did not miss that window.With respect to the circumstances of Sergeant Bergdahl's capture by the Taliban, we obviously have not been interrogating Sergeant Bergdahl. He is recovering from 5 years of captivity with the Taliban. He's having to undergo a whole battery of tests, and he is going to have to undergo a significant transition back into life. He has not even met with his family yet, which indicates, I think, the degree to which we take this transition process seriously, something that we learned from the Vietnam era.But let me just make a very simple point here, and that is, regardless of the circumstances, whatever those circumstances may turn out to be, we still get an American soldier back if he's held in captivity. Period. Full stop. We don't condition that. And that's what every mom and dad who sees a son or daughter sent over into war theater should expect from not just their Commander in Chief, but the United States of America.In terms of potential threats, the release of the Taliban who were being held in Guantanamo was conditioned on the Qataris keeping eyes on them and creating a structure in which we can monitor their activities. We will be keeping eyes on them. Is there the possibility of some of them trying to return to activities that are detrimental to us? Absolutely. That's been true of all the prisoners that were released from Guantanamo. There is a certain recidivism rate that takes place. I wouldn't be doing it if I thought that it was contrary to American national security. And we have confidence that we will be in a position to go after them if, in fact, they are engaging activities that threaten our defenses.But this is what happens at the end of wars. That was true for George Washington, that was true for Abraham Lincoln, that was true for FDR, that's been true of every combat situation, that at some point, you make sure that you try to get your folks back. And that's the right thing to do.",Implicit,False,False,False
Q_435,The President's News Conference,"September 16, 2020",Interviewer,Donald J. Trump,The question asks if the interviewee wants to reverse what they previously told Woodward about the 13- to 14-month timeline for a vaccine.,"Well, the vaccineâ€”at the time, I thought it might take that period of time, but we've stepped it up very substantially.And nowâ€”I mean, I'm just telling you theâ€”this is just what it is. We've been able to step it up very, very rapidly. I never thought we could have a vaccine as quickly as we did, but I freed it up. I freed up the FDA. Dr. Hahn has done a great job. And they're ready to approve something when they come in.The other thing that's happening that's very different isâ€”you look at a company like Pfizer, a great companyâ€”really, one of the great companies of the world. Johnson & Johnson. They're all great companies. They're doing a lot of testing at a very rapid rate that nobody has ever seen anything like it. You know, they're out in thirdâ€”they're in the third level of trial. And I think that you're going to see things that are amazing.When I made statements like thatâ€”that's an old statement. When I made statements like that, I had no idea that we could produce as well as we're producing. But only because of what I've done with the FDA and other things can we come up with numbers like that. We're lucky that we don't have to, because that was considered fast.If this were aâ€”an administration from the pastâ€”and I think I can say far beyond Obama, ifâ€”it was other administrations alsoâ€”you wouldn't have a vaccine for 2Â½, 3 years. And we're going to have a vaccine within, at most, a couple of months.Okay?","Q. But, sir, are you reversing the statement? You never answered about the statement. Justâ€”I'll just let you go after this, but do you want to reverse what you told Woodward about the 13- to 14-month timeline for a vaccine?",13,"Well, the vaccineâ€”at the time, I thought it might take that period of time, but we've stepped it up very substantially.And nowâ€”I mean, I'm just telling you theâ€”this is just what it is. We've been able to step it up very, very rapidly. I never thought we could have a vaccine as quickly as we did, but I freed it up. I freed up the FDA. Dr. Hahn has done a great job. And they're ready to approve something when they come in.The other thing that's happening that's very different isâ€”you look at a company like Pfizer, a great companyâ€”really, one of the great companies of the world. Johnson & Johnson. They're all great companies. They're doing a lot of testing at a very rapid rate that nobody has ever seen anything like it. You know, they're out in thirdâ€”they're in the third level of trial. And I think that you're going to see things that are amazing.When I made statements like thatâ€”that's an old statement. When I made statements like that, I had no idea that we could produce as well as we're producing. But only because of what I've done with the FDA and other things can we come up with numbers like that. We're lucky that we don't have to, because that was considered fast.If this were aâ€”an administration from the pastâ€”and I think I can say far beyond Obama, ifâ€”it was other administrations alsoâ€”you wouldn't have a vaccine for 2Â½, 3 years. And we're going to have a vaccine within, at most, a couple of months.Okay?",Implicit,False,False,True
Q_2561,The President's News Conference,"September 10, 2010",Interviewer,Barack Obama,Are you ruling out a deal with Republicans on tax cuts for the wealthiest?,"What I'm saying is, let's do what we agree to and that the Americans--people overwhelmingly agree to, which is, let's give certainty to families out there that are having a tough time.Chip Reid [CBS News].",Q. So are you ruling out a deal with Republicans on tax cuts for the wealthiest?,2,"What I'm saying is, let's do what we agree to and that the Americans--people overwhelmingly agree to, which is, let's give certainty to families out there that are having a tough time.Chip Reid [CBS News].",General,False,False,False
Q_1222,"The President's News Conference in Washington, D.C.","November 07, 2018",Interviewer,Donald J. Trump,"Clarity on the President's thinking currently, after the midterms, about the Attorney General.","I'd rather answer that at a little bit different time. We're looking at a lot of different things, including Cabinet. I'm very happy with most of my Cabinet. We're looking at different people for different positions. You know, it's very common after the midterms. I didn't want to do anything before the midterms.But I will tell you that, for the most part, I'm extremely happy with my Cabinet. I think Mike Pompeo has fit in so beautifully. He's done an incredible job asâ€”â€”","Q. And can you give us clarity, sir, on your thinking currently now, after the midterms, about your Attorney General and your Deputy Attorney General? Do they have long-term job security?",2,"I'd rather answer that at a little bit different time. We're looking at a lot of different things, including Cabinet. I'm very happy with most of my Cabinet. We're looking at different people for different positions. You know, it's very common after the midterms. I didn't want to do anything before the midterms.But I will tell you that, for the most part, I'm extremely happy with my Cabinet. I think Mike Pompeo has fit in so beautifully. He's done an incredible job asâ€”â€”",Declining to answer,False,False,True
Q_3447,The President's News Conference,"October 25, 2006",Interviewer,George W. Bush,Why do you think it is so many people in your own party have failed to live up to the standards of the responsibility era?,"If any person in any party fails to live up to high standards, they ought to be held to account, Richard. It's important for there to be trust in the Halls of Congress and in the White House and throughout government. People got to trust elected leaders in order for democracy to work to its fullest extent. And I fully expect people to be held to account if there's wrongdoing, just like I expect corporate executives to be held to account for wrongdoing, just like I expect people throughout our society to be held to account for wrongdoing.People do have to take responsibility for the decisions they make in life. I take responsibility for the decisions I make. I also understand that those of us in positions of responsibility have the duty to bring honor to the offices we hold. People don't have to agree with somebody's opinionâ€”there's all kinds of opinions hereâ€”but in order to make this country work and to make democracy succeed, there's got to be high standards, and people must be held to account to achieve those standards.I thank you for your time. See you on the campaign trail.","Q. Yet over the last several months, we've seen many members of your own party in Congress embroiled in one scandal or another and all too ready to blame somebody else, whether prosecutors or Democrats or even the media. So I'm wondering, why do you think it is so many people in your own party have failed to live up to the standards of the responsibility era?",19,"If any person in any party fails to live up to high standards, they ought to be held to account, Richard. It's important for there to be trust in the Halls of Congress and in the White House and throughout government. People got to trust elected leaders in order for democracy to work to its fullest extent. And I fully expect people to be held to account if there's wrongdoing, just like I expect corporate executives to be held to account for wrongdoing, just like I expect people throughout our society to be held to account for wrongdoing.People do have to take responsibility for the decisions they make in life. I take responsibility for the decisions I make. I also understand that those of us in positions of responsibility have the duty to bring honor to the offices we hold. People don't have to agree with somebody's opinionâ€”there's all kinds of opinions hereâ€”but in order to make this country work and to make democracy succeed, there's got to be high standards, and people must be held to account to achieve those standards.I thank you for your time. See you on the campaign trail.",Deflection,False,False,False
Q_2617,The President's News Conference in Copenhagen,"December 18, 2009",Interviewer,Barack Obama,"Since you're leaving, who here has the power to sign it?","Well, theâ€”we've got our negotiators who are here. I'm not going to be the only leader who, I think, leaves before it's finally presented, but they are empowered to sign off, given at this point that most of the text has been completely worked out.","Q. Mr. President, who will sign the agreement? Since you're leaving, who here has the power to sign it?",2,"Well, theâ€”we've got our negotiators who are here. I'm not going to be the only leader who, I think, leaves before it's finally presented, but they are empowered to sign off, given at this point that most of the text has been completely worked out.",General,False,False,False
